"CO_ENTIDADE","NO_ENTIDADE","CO_UF","CO_MUNICIPIO","TP_LOCALIZACAO","QT_PROF","ID"
26124599,"ESCOLA ENEIDA RABELLO",26,2611606,"Urbana",17,"ESCOLA ENEIDA RABELLO (26124599)"
26124602,"ESCOLA DE REFERENCIA EM ENSINO MEDIO ENGENHEIRO LAURO DINIZ",26,2611606,"Urbana",18,"ESCOLA DE REFERENCIA EM ENSINO MEDIO ENGENHEIRO LAURO DINIZ (26124602)"
26124610,"ESCOLA MUNICIPAL FUTURO FELIZ",26,2611606,"Urbana",10,"ESCOLA MUNICIPAL FUTURO FELIZ (26124610)"
26124645,"ESCOLA JORNALISTA COSTA PORTO",26,2611606,"Urbana",17,"ESCOLA JORNALISTA COSTA PORTO (26124645)"
26124653,"ESCOLA DE REFERENCIA EM ENSINO MEDIO LAGOA ENCANTADA",26,2611606,"Urbana",18,"ESCOLA DE REFERENCIA EM ENSINO MEDIO LAGOA ENCANTADA (26124653)"
26124661,"ESCOLA MUNICIPAL PROFESSOR MANOEL TORRES",26,2611606,"Urbana",25,"ESCOLA MUNICIPAL PROFESSOR MANOEL TORRES (26124661)"
26124670,"ESCOLA MARECHAL EURICO GASPAR DUTRA",26,2611606,"Urbana",17,"ESCOLA MARECHAL EURICO GASPAR DUTRA (26124670)"
26124688,"ESCOLA MUNICIPAL MARIA ADELAIDE DE BARROS",26,2611606,"Urbana",6,"ESCOLA MUNICIPAL MARIA ADELAIDE DE BARROS (26124688)"
26124696,"ESCOLA DE REFERENCIA EM ENSINO MEDIO MARIA RITA DA SILVA LESSA",26,2611606,"Urbana",12,"ESCOLA DE REFERENCIA EM ENSINO MEDIO MARIA RITA DA SILVA LESSA (26124696)"
26124700,"ESCOLA MUNICIPAL MARGARIDA SERPA COSSART",26,2611606,"Urbana",10,"ESCOLA MUNICIPAL MARGARIDA SERPA COSSART (26124700)"
26124777,"ESCOLA OTHON BEZERRA DE MELO",26,2611606,"Urbana",15,"ESCOLA OTHON BEZERRA DE MELO (26124777)"
26124785,"ESCOLA DE REFERENCIA EM ENSINO MEDIO DOM SEBASTIAO LEME",26,2611606,"Urbana",8,"ESCOLA DE REFERENCIA EM ENSINO MEDIO DOM SEBASTIAO LEME (26124785)"
26124807,"ESCOLA PROFESSOR JOSE VICENTE BARBOSA",26,2611606,"Urbana",19,"ESCOLA PROFESSOR JOSE VICENTE BARBOSA (26124807)"
26124815,"ESCOLA MUNICIPAL PROFESSOR SIMOES BARBOSA",26,2611606,"Urbana",15,"ESCOLA MUNICIPAL PROFESSOR SIMOES BARBOSA (26124815)"
26124831,"ESCOLA PADRE LEBRET",26,2611606,"Urbana",14,"ESCOLA PADRE LEBRET (26124831)"
26124840,"ESCOLA MUNICIPAL MENINO JESUS",26,2611606,"Urbana",9,"ESCOLA MUNICIPAL MENINO JESUS (26124840)"
26124858,"ESCOLA NOSSA SENHORA DA CONCEICAO",26,2611606,"Urbana",8,"ESCOLA NOSSA SENHORA DA CONCEICAO (26124858)"
26124874,"ESCOLA MISSIONARIO SAO BENTO",26,2611606,"Urbana",15,"ESCOLA MISSIONARIO SAO BENTO (26124874)"
26124904,"ESCOLA VILA DOS MILAGRES",26,2611606,"Urbana",13,"ESCOLA VILA DOS MILAGRES (26124904)"
26124912,"ESCOLA ROBERTO SILVEIRA",26,2611606,"Urbana",6,"ESCOLA ROBERTO SILVEIRA (26124912)"
26124920,"ESCOLA SAO FRANCISCO DE ASSIS - RS",26,2611606,"Urbana",6,"ESCOLA SAO FRANCISCO DE ASSIS - RS (26124920)"
26124939,"ESCOLA SARGENTO CAMARGO",26,2611606,"Urbana",10,"ESCOLA SARGENTO CAMARGO (26124939)"
26124955,"ESCOLA MUNICIPAL ESCRITOR JOSUE DE CASTRO",26,2611606,"Urbana",10,"ESCOLA MUNICIPAL ESCRITOR JOSUE DE CASTRO (26124955)"
26125013,"ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL E ENSINO MEDIO GERCINO DE PONTES",26,2611606,"Urbana",13,"ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL E ENSINO MEDIO GERCINO DE PONTES (26125013)"
26125048,"ESCOLA DE REFERENCIA EM ENSINO MEDIO JOAO BEZERRA",26,2611606,"Urbana",11,"ESCOLA DE REFERENCIA EM ENSINO MEDIO JOAO BEZERRA (26125048)"
26125072,"ESCOLA LANDELINO ROCHA",26,2611606,"Urbana",8,"ESCOLA LANDELINO ROCHA (26125072)"
26125080,"ESCOLA LUIS DE CAMOES",26,2611606,"Urbana",18,"ESCOLA LUIS DE CAMOES (26125080)"
26125250,"ESCOLA DE REFERENCIA EM ENSINO MEDIO PROFESSOR FERNANDO MOTA",26,2611606,"Urbana",16,"ESCOLA DE REFERENCIA EM ENSINO MEDIO PROFESSOR FERNANDO MOTA (26125250)"
26125293,"ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL SENADOR ANTONIO FARIAS",26,2611606,"Urbana",3,"ESCOLA DE REFERENCIA EM ENSINO FUNDAMENTAL SENADOR ANTONIO FARIAS (26125293)"
26125358,"ESCOLA MONTE VERDE",26,2611606,"Urbana",12,"ESCOLA MONTE VERDE (26125358)"
26125480,"ESCOLA MUNICIPAL JARDIM MAURICEIA",26,2611606,"Urbana",10,"ESCOLA MUNICIPAL JARDIM MAURICEIA (26125480)"
26125510,"ESCOLA MUNICIPAL OSWALDO LIMA FILHO",26,2611606,"Urbana",21,"ESCOLA MUNICIPAL OSWALDO LIMA FILHO (26125510)"
26125528,"ESCOLA MUNICIPAL PAIS E FILHOS",26,2611606,"Urbana",13,"ESCOLA MUNICIPAL PAIS E FILHOS (26125528)"
26125544,"ESCOLA MUNICIPAL POETA PAULO BANDEIRA DA CRUZ",26,2611606,"Urbana",14,"ESCOLA MUNICIPAL POETA PAULO BANDEIRA DA CRUZ (26125544)"
26125552,"ESCOLA MUNICIPAL PROFESSOR ADAUTO PONTES",26,2611606,"Urbana",8,"ESCOLA MUNICIPAL PROFESSOR ADAUTO PONTES (26125552)"
26125560,"ESCOLA MUNICIPAL PROF JOSE LOURENCO DE LIMA",26,2611606,"Urbana",15,"ESCOLA MUNICIPAL PROF JOSE LOURENCO DE LIMA (26125560)"
26125579,"ESCOLA MUNICIPAL SAO FRANCISCO DE ASSIS",26,2611606,"Urbana",18,"ESCOLA MUNICIPAL SAO FRANCISCO DE ASSIS (26125579)"
26125641,"ESCOLA DE REFERENCIA EM ENSINO MEDIO JOSE VILELA",26,2611606,"Urbana",23,"ESCOLA DE REFERENCIA EM ENSINO MEDIO JOSE VILELA (26125641)"
26125650,"ESCOLA LIONS DE PARNAMIRIM",26,2611606,"Urbana",6,"ESCOLA LIONS DE PARNAMIRIM (26125650)"
26125692,"ESCOLA MUNICIPAL SOCIOLOGO GILBERTO FREYRE",26,2611606,"Urbana",16,"ESCOLA MUNICIPAL SOCIOLOGO GILBERTO FREYRE (26125692)"
26125706,"ESCOLA MUNICIPAL MUNDO ESPERANCA",26,2611606,"Urbana",11,"ESCOLA MUNICIPAL MUNDO ESPERANCA (26125706)"
26125757,"ESCOLA DE REFERENCIA EM ENSINO MEDIO PROFESSOR CANDIDO DUARTE",26,2611606,"Urbana",15,"ESCOLA DE REFERENCIA EM ENSINO MEDIO PROFESSOR CANDIDO DUARTE (26125757)"
26125781,"ESCOLA DE REFERENCIA EM ENSINO MEDIO SILVA JARDIM",26,2611606,"Urbana",16,"ESCOLA DE REFERENCIA EM ENSINO MEDIO SILVA JARDIM (26125781)"
26125811,"ESCOLA MUNICIPAL VIRGEM PODEROSA",26,2611606,"Urbana",11,"ESCOLA MUNICIPAL VIRGEM PODEROSA (26125811)"
26125854,"ESCOLA MUNICIPAL ALTO JARDIM PROGRESSO",26,2611606,"Urbana",23,"ESCOLA MUNICIPAL ALTO JARDIM PROGRESSO (26125854)"
26125943,"ESCOLA MONSENHOR MANOEL MARQUES",26,2611606,"Urbana",18,"ESCOLA MONSENHOR MANOEL MARQUES (26125943)"
26125978,"ESCOLA DE REFERENCIA EM ENSINO MEDIO ALVARO LINS",26,2611606,"Urbana",21,"ESCOLA DE REFERENCIA EM ENSINO MEDIO ALVARO LINS (26125978)"
26125986,"ESCOLA ANA MALTA DA COSTA AZEVEDO",26,2611606,"Urbana",11,"ESCOLA ANA MALTA DA COSTA AZEVEDO (26125986)"
26125994,"ESCOLA MUNICIPAL ARQUITETO ALEXANDRE MUNIZ DE OLIVEIRA",26,2611606,"Urbana",11,"ESCOLA MUNICIPAL ARQUITETO ALEXANDRE MUNIZ DE OLIVEIRA (26125994)"
26126010,"ESCOLA CAIO PEREIRA",26,2611606,"Urbana",18,"ESCOLA CAIO PEREIRA (26126010)"
26126044,"ESCOLA DE REFERENCIA EM ENSINO MEDIO CLOTILDE DE OLIVEIRA",26,2611606,"Urbana",20,"ESCOLA DE REFERENCIA EM ENSINO MEDIO CLOTILDE DE OLIVEIRA (26126044)"
26126052,"ESCOLA CORONEL OTHON",26,2611606,"Urbana",20,"ESCOLA CORONEL OTHON (26126052)"
26126079,"ESCOLA DE REFERENCIA EM ENSINO MEDIO AGEU MAGALHAES",26,2611606,"Urbana",4,"ESCOLA DE REFERENCIA EM ENSINO MEDIO AGEU MAGALHAES (26126079)"
26126087,"ESCOLA MUNICIPAL OCTAVIO DE MEIRA LINS",26,2611606,"Urbana",20,"ESCOLA MUNICIPAL OCTAVIO DE MEIRA LINS (26126087)"
26126109,"ESCOLA DE REFERENCIA EM ENSINO MEDIO PADRE MACHADO",26,2611606,"Urbana",17,"ESCOLA DE REFERENCIA EM ENSINO MEDIO PADRE MACHADO (26126109)"
26126117,"ESCOLA MUNICIPAL PROFESSORA ALMERINDA UMBELINO DE BARROS",26,2611606,"Urbana",21,"ESCOLA MUNICIPAL PROFESSORA ALMERINDA UMBELINO DE BARROS (26126117)"
26126125,"ESCOLA TECNICA ESTADUAL DOM BOSCO - RECIFE",26,2611606,"Urbana",24,"ESCOLA TECNICA ESTADUAL DOM BOSCO - RECIFE (26126125)"
26126133,"ESCOLA DE REFERENCIA EM ENSINO MEDIO DOM VITAL",26,2611606,"Urbana",24,"ESCOLA DE REFERENCIA EM ENSINO MEDIO DOM VITAL (26126133)"
26126141,"ESCOLA DONA MARIA TERESA CORREA",26,2611606,"Urbana",13,"ESCOLA DONA MARIA TERESA CORREA (26126141)"
26126150,"ESCOLA ERUNDINA NEGREIROS DE ARAUJO",26,2611606,"Urbana",13,"ESCOLA ERUNDINA NEGREIROS DE ARAUJO (26126150)"
26126192,"ESCOLA GABRIELA MISTRAL",26,2611606,"Urbana",15,"ESCOLA GABRIELA MISTRAL (26126192)"
26126206,"ESCOLA GILBERTO FREYRE",26,2611606,"Urbana",10,"ESCOLA GILBERTO FREYRE (26126206)"
26126214,"ESCOLA GOV CARLOS DE LIMA CAVALCANTI",26,2611606,"Urbana",17,"ESCOLA GOV CARLOS DE LIMA CAVALCANTI (26126214)"
26126230,"ESCOLA IRMA MAGNA",26,2611606,"Urbana",6,"ESCOLA IRMA MAGNA (26126230)"
26126281,"ESCOLA MUNICIPAL MARGARIDA DE SIQUEIRA PESSOA",26,2611606,"Urbana",11,"ESCOLA MUNICIPAL MARGARIDA DE SIQUEIRA PESSOA (26126281)"
26126290,"ESCOLA MARIA AMALIA",26,2611606,"Urbana",15,"ESCOLA MARIA AMALIA (26126290)"
26126311,"ESCOLA MATIAS DE ALBUQUERQUE",26,2611606,"Urbana",19,"ESCOLA MATIAS DE ALBUQUERQUE (26126311)"
26126362,"ESCOLA MUNICIPAL CORREGO DA BICA",26,2611606,"Urbana",15,"ESCOLA MUNICIPAL CORREGO DA BICA (26126362)"
26126370,"ESCOLA MUNICIPAL ALTO DA GUABIRABA",26,2611606,"Urbana",17,"ESCOLA MUNICIPAL ALTO DA GUABIRABA (26126370)"
26126389,"ESCOLA MUNICIPAL DOUTOR CAETE",26,2611606,"Urbana",7,"ESCOLA MUNICIPAL DOUTOR CAETE (26126389)"
26126419,"ESCOLA MUNICIPAL PRESBITERO JOSE BEZERRA",26,2611606,"Urbana",16,"ESCOLA MUNICIPAL PRESBITERO JOSE BEZERRA (26126419)"
26126427,"ESCOLA MUNICIPAL PASTOR PAULO LEIVAS MACALAO",26,2611606,"Urbana",12,"ESCOLA MUNICIPAL PASTOR PAULO LEIVAS MACALAO (26126427)"
26126443,"ESCOLA NOSSA SENHORA DE FATIMA - RN",26,2611606,"Urbana",14,"ESCOLA NOSSA SENHORA DE FATIMA - RN (26126443)"
26126494,"ESCOLA MUNICIPAL POETA JOAQUIM CARDOSO",26,2611606,"Urbana",23,"ESCOLA MUNICIPAL POETA JOAQUIM CARDOSO (26126494)"
26126516,"ESCOLA MUNICIPAL PROFESSOR ADERBAL GALVAO",26,2611606,"Urbana",16,"ESCOLA MUNICIPAL PROFESSOR ADERBAL GALVAO (26126516)"
26126524,"ESCOLA MUNICIPAL PROFESSOR NILO PEREIRA",26,2611606,"Urbana",39,"ESCOLA MUNICIPAL PROFESSOR NILO PEREIRA (26126524)"
26126559,"ESCOLA COMANDANTE LUIZ GOMES",26,2611606,"Urbana",16,"ESCOLA COMANDANTE LUIZ GOMES (26126559)"
26126575,"ESCOLA PADRE JOAO BARBOSA",26,2611606,"Urbana",16,"ESCOLA PADRE JOAO BARBOSA (26126575)"
26126583,"ESCOLA MUNICIPAL SANTA MARIA GORETTI",26,2611606,"Urbana",14,"ESCOLA MUNICIPAL SANTA MARIA GORETTI (26126583)"
26126605,"ESCOLA TOME GIBSON",26,2611606,"Urbana",14,"ESCOLA TOME GIBSON (26126605)"
26126613,"ESCOLA DE REFERENCIA EM ENSINO MEDIO ROSA DE MAGALHAES MELO",26,2611606,"Urbana",21,"ESCOLA DE REFERENCIA EM ENSINO MEDIO ROSA DE MAGALHAES MELO (26126613)"
26126621,"ESCOLA ROTARY DE NOVA DESCOBERTA",26,2611606,"Urbana",17,"ESCOLA ROTARY DE NOVA DESCOBERTA (26126621)"
26126630,"ESCOLA MUNICIPAL SAO CRISTOVAO",26,2611606,"Urbana",19,"ESCOLA MUNICIPAL SAO CRISTOVAO (26126630)"
26126672,"ESCOLA MUNICIPAL MAURICIO DE NASSAU",26,2611606,"Urbana",13,"ESCOLA MUNICIPAL MAURICIO DE NASSAU (26126672)"
26126680,"ESCOLA MUNICIPAL CORREGO DA AREIA",26,2611606,"Urbana",15,"ESCOLA MUNICIPAL CORREGO DA AREIA (26126680)"
26126770,"ESCOLA MUNICIPAL JOSEFINA MARINHO",26,2611606,"Urbana",14,"ESCOLA MUNICIPAL JOSEFINA MARINHO (26126770)"
26126788,"ESCOLA MUNICIPAL PROFESSOR MAURO MOTA",26,2611606,"Urbana",13,"ESCOLA MUNICIPAL PROFESSOR MAURO MOTA (26126788)"
26126818,"ESCOLA MUNICIPAL DOM JOSE LAMARTINE SOARES",26,2611606,"Urbana",9,"ESCOLA MUNICIPAL DOM JOSE LAMARTINE SOARES (26126818)"
26126826,"ESCOLA MUNICIPAL MANOEL ANTONIO DE FREITAS",26,2611606,"Urbana",10,"ESCOLA MUNICIPAL MANOEL ANTONIO DE FREITAS (26126826)"
26126869,"ESCOLA MUNICIPAL BOA ESPERANCA",26,2611606,"Urbana",12,"ESCOLA MUNICIPAL BOA ESPERANCA (26126869)"
26126966,"ESCOLA MUNICIPAL PEDRINHO",26,2611606,"Urbana",17,"ESCOLA MUNICIPAL PEDRINHO (26126966)"
26127008,"ESCOLA MUNICIPAL CREUSA DE FREITAS CAVALCANTI",26,2611606,"Urbana",15,"ESCOLA MUNICIPAL CREUSA DE FREITAS CAVALCANTI (26127008)"
26127016,"ESCOLA MUNICIPAL CASARAO DO BARBALHO",26,2611606,"Urbana",23,"ESCOLA MUNICIPAL CASARAO DO BARBALHO (26127016)"
26127024,"ESCOLA MUNICIPAL CELIA ARRAES",26,2611606,"Urbana",15,"ESCOLA MUNICIPAL CELIA ARRAES (26127024)"
26127083,"ESCOLA MUNICIPAL DOS TORROES",26,2611606,"Urbana",10,"ESCOLA MUNICIPAL DOS TORROES (26127083)"
26127270,"ESCOLA CARLOS ALBERTO GONCALVES DE ALMEIDA",26,2611606,"Urbana",12,"ESCOLA CARLOS ALBERTO GONCALVES DE ALMEIDA (26127270)"
26127300,"ESCOLA DE REFERENCIA EM ENSINO MEDIO DIARIO DE PERNAMBUCO",26,2611606,"Urbana",20,"ESCOLA DE REFERENCIA EM ENSINO MEDIO DIARIO DE PERNAMBUCO (26127300)"
26127334,"ESCOLA DE REFERENCIA EM ENSINO MEDIO JORNALISTA TRAJANO CHACON",26,2611606,"Urbana",19,"ESCOLA DE REFERENCIA EM ENSINO MEDIO JORNALISTA TRAJANO CHACON (26127334)"
26127369,"ESCOLA MUNICIPAL ARRAIAL NOVO DO BOM JESUS",26,2611606,"Urbana",18,"ESCOLA MUNICIPAL ARRAIAL NOVO DO BOM JESUS (26127369)"
26127377,"ESCOLA MUNICIPAL ENGENHO DO MEIO",26,2611606,"Urbana",16,"ESCOLA MUNICIPAL ENGENHO DO MEIO (26127377)"
26127415,"ESCOLA DE REFERENCIA EM ENSINO MEDIO OLINTO VICTOR",26,2611606,"Urbana",14,"ESCOLA DE REFERENCIA EM ENSINO MEDIO OLINTO VICTOR (26127415)"
26127423,"ESCOLA PINTOR LAURO VILLARES",26,2611606,"Urbana",12,"ESCOLA PINTOR LAURO VILLARES (26127423)"
26127431,"ESCOLA PROFESSOR LEAL DE BARROS",26,2611606,"Urbana",19,"ESCOLA PROFESSOR LEAL DE BARROS (26127431)"
26127458,"ESCOLA MUNICIPAL PAPA JOAO XXIII",26,2611606,"Urbana",21,"ESCOLA MUNICIPAL PAPA JOAO XXIII (26127458)"
26127474,"ESCOLA PADRE DEHON",26,2611606,"Urbana",13,"ESCOLA PADRE DEHON (26127474)"
26127512,"ESCOLA SENADOR NOVAES FILHO",26,2611606,"Urbana",18,"ESCOLA SENADOR NOVAES FILHO (26127512)"
26127520,"ESCOLA MUNICIPAL DIVINO ESPIRITO SANTO",26,2611606,"Urbana",20,"ESCOLA MUNICIPAL DIVINO ESPIRITO SANTO (26127520)"
26127539,"ESCOLA PROFESSORA FONTAINHA DE ABREU",26,2611606,"Urbana",12,"ESCOLA PROFESSORA FONTAINHA DE ABREU (26127539)"
26127547,"ESCOLA MUNICIPAL DOUTOR SAMUEL GONCALVES",26,2611606,"Urbana",8,"ESCOLA MUNICIPAL DOUTOR SAMUEL GONCALVES (26127547)"
26127571,"ESCOLA BARROS CARVALHO",26,2611606,"Urbana",9,"ESCOLA BARROS CARVALHO (26127571)"
26127636,"ESCOLA EDUCADOR PAULO FREIRE",26,2611606,"Urbana",15,"ESCOLA EDUCADOR PAULO FREIRE (26127636)"
26127644,"ESCOLA MUNICIPAL DOUTOR EBENEZER GUEIROS",26,2611606,"Urbana",16,"ESCOLA MUNICIPAL DOUTOR EBENEZER GUEIROS (26127644)"
26127695,"ESCOLA JOAQUIM XAVIER DE BRITO",26,2611606,"Urbana",15,"ESCOLA JOAQUIM XAVIER DE BRITO (26127695)"
26127741,"ESCOLA DE REFERENCIA EM ENSINO MEDIO PROFESSORA HELENA PUGO",26,2611606,"Urbana",23,"ESCOLA DE REFERENCIA EM ENSINO MEDIO PROFESSORA HELENA PUGO (26127741)"
26127784,"ESCOLA MUNICIPAL JOAO PESSOA GUERRA",26,2611606,"Urbana",14,"ESCOLA MUNICIPAL JOAO PESSOA GUERRA (26127784)"
26127792,"ESCOLA MUNICIPAL SAO DOMINGOS",26,2611606,"Urbana",13,"ESCOLA MUNICIPAL SAO DOMINGOS (26127792)"
26127857,"ESCOLA FERNANDES VIEIRA",26,2611606,"Urbana",10,"ESCOLA FERNANDES VIEIRA (26127857)"
26127865,"ESCOLA PROFESSOR CANDIDO DUARTE",26,2611606,"Urbana",7,"ESCOLA PROFESSOR CANDIDO DUARTE (26127865)"
26127873,"ESCOLA MUNICIPAL HENFIL",26,2611606,"Urbana",14,"ESCOLA MUNICIPAL HENFIL (26127873)"
26128101,"ESCOLA DE REFERENCIA EM ENSINO MEDIO DE BEBERIBE",26,2611606,"Urbana",4,"ESCOLA DE REFERENCIA EM ENSINO MEDIO DE BEBERIBE (26128101)"
26128110,"ESCOLA MUNICIPAL ALDA ROMEU",26,2611606,"Urbana",17,"ESCOLA MUNICIPAL ALDA ROMEU (26128110)"
26128160,"ESCOLA DOUTOR FABIO CORREA",26,2611606,"Urbana",24,"ESCOLA DOUTOR FABIO CORREA (26128160)"
26128179,"ESCOLA DOUTOR FRANCISCO PESSOA DE QUEIROZ",26,2611606,"Urbana",0,"ESCOLA DOUTOR FRANCISCO PESSOA DE QUEIROZ (26128179)"
26128195,"ESCOLA DE REFERENCIA EM ENSINO MEDIO JARBAS PERNAMBUCANO",26,2611606,"Urbana",1,"ESCOLA DE REFERENCIA EM ENSINO MEDIO JARBAS PERNAMBUCANO (26128195)"
26128233,"ESCOLA MUNICIPAL DA MANGABEIRA",26,2611606,"Urbana",18,"ESCOLA MUNICIPAL DA MANGABEIRA (26128233)"
26128268,"ESCOLA MUNICIPAL LUIZ LUA GONZAGA",26,2611606,"Urbana",12,"ESCOLA MUNICIPAL LUIZ LUA GONZAGA (26128268)"
26128314,"ESCOLA MUNICIPAL NOVA AURORA",26,2611606,"Urbana",13,"ESCOLA MUNICIPAL NOVA AURORA (26128314)"
26128322,"ESCOLA MUNICIPAL NOVO HORIZONTE",26,2611606,"Urbana",21,"ESCOLA MUNICIPAL NOVO HORIZONTE (26128322)"
26128390,"ESCOLA MUNICIPAL PAULO VI",26,2611606,"Urbana",33,"ESCOLA MUNICIPAL PAULO VI (26128390)"
26128403,"ESCOLA DE REFERENCIA EM ENSINO MEDIO PADRE NERCIO RODRIGUES",26,2611606,"Urbana",12,"ESCOLA DE REFERENCIA EM ENSINO MEDIO PADRE NERCIO RODRIGUES (26128403)"
26128420,"ESCOLA PEDRO CELSO",26,2611606,"Urbana",20,"ESCOLA PEDRO CELSO (26128420)"
26128454,"ESCOLA PROFESSOR JOSE DOS ANJOS",26,2611606,"Urbana",15,"ESCOLA PROFESSOR JOSE DOS ANJOS (26128454)"
26128462,"ESCOLA PROFESSOR PEDRO AUGUSTO CARNEIRO LEAO",26,2611606,"Urbana",18,"ESCOLA PROFESSOR PEDRO AUGUSTO CARNEIRO LEAO (26128462)"
26128497,"ESCOLA DE REFERENCIA EM ENSINO MEDIO PROFESSOR ALFREDO FREYRE",26,2611606,"Urbana",22,"ESCOLA DE REFERENCIA EM ENSINO MEDIO PROFESSOR ALFREDO FREYRE (26128497)"
26128527,"ESCOLA ROTARY DO ALTO DO PASCOAL",26,2611606,"Urbana",1,"ESCOLA ROTARY DO ALTO DO PASCOAL (26128527)"
26128560,"ESCOLA SAO FRANCISCO DE ASSIS - RN",26,2611606,"Urbana",17,"ESCOLA SAO FRANCISCO DE ASSIS - RN (26128560)"
26128586,"ESCOLA SAO JUDAS TADEU",26,2611606,"Urbana",16,"ESCOLA SAO JUDAS TADEU (26128586)"
26128594,"ESCOLA SAO MIGUEL",26,2611606,"Urbana",7,"ESCOLA SAO MIGUEL (26128594)"
26128640,"ESCOLA MUNICIPAL ANTONIO HERACLIO DO REGO",26,2611606,"Urbana",24,"ESCOLA MUNICIPAL ANTONIO HERACLIO DO REGO (26128640)"
26128659,"ESCOLA MUNICIPAL ANTONIO LUIZ",26,2611606,"Urbana",17,"ESCOLA MUNICIPAL ANTONIO LUIZ (26128659)"
26128705,"ESCOLA MUNICIPAL MONSENHOR VIANA",26,2611606,"Urbana",10,"ESCOLA MUNICIPAL MONSENHOR VIANA (26128705)"
26128721,"ESCOLA DE REFERENCIA EM ENSINO MEDIO PROFESSOR MARDONIO DE ANDRADE LIMA COELHO",26,2611606,"Urbana",24,"ESCOLA DE REFERENCIA EM ENSINO MEDIO PROFESSOR MARDONIO DE ANDRADE LIMA COELHO (26128721)"
26128748,"ESCOLA MUNICIPAL SAO JOAO BATISTA",26,2611606,"Urbana",12,"ESCOLA MUNICIPAL SAO JOAO BATISTA (26128748)"
26128764,"ESCOLA MUNICIPAL ANA MAURICIA WANDERLEY",26,2611606,"Urbana",12,"ESCOLA MUNICIPAL ANA MAURICIA WANDERLEY (26128764)"
26128772,"ESCOLA MUNICIPAL ANTONIO TIBURCIO",26,2611606,"Urbana",4,"ESCOLA MUNICIPAL ANTONIO TIBURCIO (26128772)"
26128780,"ESCOLA MUNICIPAL COMPOSITOR LEVINO FERREIRA",26,2611606,"Urbana",10,"ESCOLA MUNICIPAL COMPOSITOR LEVINO FERREIRA (26128780)"
26128888,"ESCOLA MUNICIPAL DEUS E AMOR",26,2611606,"Urbana",17,"ESCOLA MUNICIPAL DEUS E AMOR (26128888)"
26128926,"ESCOLA MUNICIPAL ANITA PAES BARRETO",26,2611606,"Urbana",11,"ESCOLA MUNICIPAL ANITA PAES BARRETO (26128926)"
26128934,"ESCOLA MUNICIPAL OLINDINA MONTEIRO DE OLIVEIRA FRANCA",26,2611606,"Urbana",12,"ESCOLA MUNICIPAL OLINDINA MONTEIRO DE OLIVEIRA FRANCA (26128934)"
26128950,"ESCOLA MUNICIPAL IRMA TEREZINHA BATISTA - PROJ NOVO VIVER",26,2611606,"Urbana",19,"ESCOLA MUNICIPAL IRMA TEREZINHA BATISTA - PROJ NOVO VIVER (26128950)"
26129086,"ESCOLA DE REFERENCIA EM ENSINO MEDIO CONDE CORREA DE ARAUJO",26,2613701,"Urbana",5,"ESCOLA DE REFERENCIA EM ENSINO MEDIO CONDE CORREA DE ARAUJO (26129086)"
26129094,"ESCOLA DE REFERENCIA EM ENSINO MEDIO CONDE PEREIRA CARNEIRO",26,2613701,"Urbana",9,"ESCOLA DE REFERENCIA EM ENSINO MEDIO CONDE PEREIRA CARNEIRO (26129094)"
26129124,"ESCOLA DONA LEONOR PORTO",26,2613701,"Urbana",2,"ESCOLA DONA LEONOR PORTO (26129124)"
26129132,"ESCOLA DOUTOR LEONCIO GOMES DE ARAUJO",26,2613701,"Urbana",3,"ESCOLA DOUTOR LEONCIO GOMES DE ARAUJO (26129132)"
26129388,"ESCOLA DE REFERENCIA EM ENSINO MEDIO PROFESSOR AGAMENOM MAGALHAES",26,2613701,"Urbana",9,"ESCOLA DE REFERENCIA EM ENSINO MEDIO PROFESSOR AGAMENOM MAGALHAES (26129388)"
26129566,"ESCOLA 10 DE AGOSTO",26,2613701,"Urbana",6,"ESCOLA 10 DE AGOSTO (26129566)"
26129590,"ESCOLA VARZEA FRIA",26,2613701,"Urbana",1,"ESCOLA VARZEA FRIA (26129590)"
26129795,"ESCOLA MUNICIPAL CARMENCITA RAMOS CAVALCANTI",26,2602902,"Urbana",11,"ESCOLA MUNICIPAL CARMENCITA RAMOS CAVALCANTI (26129795)"
26129809,"ESCOLA DESEMBARGADOR ALVARO SIMOES BARBOSA",26,2602902,"Rural",4,"ESCOLA DESEMBARGADOR ALVARO SIMOES BARBOSA (26129809)"
26129817,"ESCOLA DE REFERENCIA EM ENSINO MEDIO DESEMBARGADOR ANTONIO DA SILVA GUIMARAES",26,2602902,"Urbana",3,"ESCOLA DE REFERENCIA EM ENSINO MEDIO DESEMBARGADOR ANTONIO DA SILVA GUIMARAES (26129817)"
26129825,"ESCOLA DR CLAUDIO GUEIROS LEITE",26,2602902,"Urbana",18,"ESCOLA DR CLAUDIO GUEIROS LEITE (26129825)"
26129833,"ESCOLA DR HUMBERTO DA COSTA SOARES",26,2602902,"Rural",10,"ESCOLA DR HUMBERTO DA COSTA SOARES (26129833)"
26129841,"ESCOLA DR PAULO DE AMORIM SALGADO",26,2602902,"Urbana",10,"ESCOLA DR PAULO DE AMORIM SALGADO (26129841)"
